text,emotion
   Ada 10 seri aslinya. Buku pertama Joe. Punya koleksi semuanya. Ceritanya Keren. Mbahnya Travel Blogger ini. Gara2 buku unit terinspirasi keliling Indonesia.,Happy
"Alhamdulillah 'ala kulli haal, Jazakumullah ntk Pak Arief dan Pak Basyit atas bimbingan, arahan, coretan, revisi, omelan dsb selama 1 semester ini. Sehat selalu ya, pak. Tetaplah menginspirasi. #latepost",Happy
"Subhanallah, tulisan perjalanan pak  ini luar biasa. My respect for you abah. Mosque of Laredo",Happy
Satu jam yg sia-sia itu akhirnya bikin aku berkaca sm diri sendiri. Berapa banyak waktu orang lain yg udah aku sia-siakan ketika aku nggak tepat waktu memenuhi janji dengan orang lain?,Sad
Iya tau ko paham juga yang namanya perpisahan itu ga enak .. Tapi tergantung bagaimana kita menyikapinya .. Dan ga harus membenci .. apalagi sama mereka yg ga salah apa.. cukuplah dengan sikap kenakan seperti itu. Lagi.,Sad
"Alhamdulillah, hari ini masih diberikan kesehatan dan kesempatan untuk mengukir sebuah kenangan, agar kisah hidup kita semakin hari #JadiLebihBaik. Bijak bersedia sosial dengan dukungan koneksi internet yang lancar. [URL]",Happy
"Terimakasih, berkenan hadir buka bersama.. Merdunya lantunan suara azhan.. Terdengar dari arah mushola.. Kuucap sapa untuk semua.. Selamat Berbuka Puasa Teman-Teman.#bukber [URL]",Happy
"Sy bikin charity Free Iftar in the Hospital bareng temen2 alumni Al-Azhar Menganti (Gresik). Gerakan kasih menu buka puasa bt keluarga pasien di rumah sakit. Kita tambahin dgn senyum dan saling doain sesuai kewajiban kita sbg muslim :) Masih terima donasi ya, Rek!  [URL]",Happy
"Alhamdulillah di tempat kami tempat belanja lokal malah jauh lebih murah dan lengkap dari lapak sebelah, ga usah disuruh udah aja semua ke sana ? Usaha yang ihsan dan rapi harusnya milik punya org Islam. [URL]",Happy
"   Sukses selalu pak menteri, terimakasih atas kepedulian nya terhadap masjid sebagai majelis taklim.. Bravo pak.. #sukseskanseagames",Happy
"Jadi sejauh ini, udah ada 6 barang yang ku beli hasil flash salenya bukalapak. OMG dari harga yang Ratusan Ribu yang bahkan aku sbg sahabat misqin tak mampu beli, sekarang kebeli semua wkwkwkwk. Dan masih ada flash sale jam 6 sore, jam 8 malam dan jam 12 malam",Happy
"Congratulations on your 1st Holly Communion, Xellent. Mommy,Papa, Ompung,Unty, Tulang, Bou, Uda &amp",Happy
"Ada orang yg berubah, jadi lebih positif atau negatif, kita ga pernah tau the biggest reason kenapa dia berubah, kalo salah ya dikasih tau jangan dihujat",Sad
" Manusialah, polisi penjaga yang bertugas di sekitar makam Mantan presiden Mustafa Kemal nah karena tinggi dan kek patung saya tertarik foto hahaha",Happy
"Bagaimana burung yang ""jago"" itu dapat dengan mudah tertipu, dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik?",Sad
" Dorongan orangtua pun begitu, anaknya harus pandai dalam bidang akademik. Ya gak salah orangtua cuma mau yang terbaik, tapi cara menyikapinya yang salah",Sad
"di kawasan Puja Mandala, Bali, kita dapat melihat lima bangunan peribadatan yang berderet, mulai dari Masjid, Gereja Katolik, Wihara, Gereja Kristen Protestan, dan Pura. 5 agama sekaligus, bukti tempat ini layak dinobatkan sebagai ikon toleransi Indonesia [URL]",Happy
Kalo abis saur suka langsung kulsub (kuliah subuh) abis adzan subuh udh nya main sampe matahari terbit patariktatik lodong sama anak rw sebelah #OldMoneyGakNgerasain,Happy
Jakarta juga punya bukti kerukunan umat beragama yang lainnya. Contohnya Masjid Al-Muqarrabien dan Gereja Masehi Injil di Jakarta Utara. Mereka saling berbagi tembok yg sempit d Jakarta [URL],Happy
"Anteng main, bayi ini tadi video call pengen dibeliin pesawat robot.  Setelah edisi mobil robot, dia ketagihan. Carinya kapaaan.. sekarang aja rapat sampai Rabu, Jumat udah pulang. Mana keukeuh pengen Neng yang beliin.",Happy
"Haha ga sih, kalo ditanya kapan nikah sih aku bakal jawab ""yah nanti dulu om/tante/bude/pakde/mas/mbak, baru kerja juga kok ya mau nabung dulu, nyiapin bekal buat berkeluarga dl hehe""",Happy
" Wkkwkw emang sifat bawaan dari lahir sih iya, selalu mao hasil yang terbaik... Bawa santai ajja sih, nilai kuliah nanti juga gak terlalu pengaruh buat kerja. Lebih penting softskill kan, dan kamu softskillnya udah salah satu yang terbaik di",Happy
"Hahaha..... Lha die gak ngomong2 juga tuh, saat orang minta foto karena ragu dia manusia apa patung aku sempet punya niat pencet hidungnya hahaha.... Tapi ketinggian.",Happy
"  Alhamdulillah ga pernah merasa inferior, islam agama paling sempurna. Umatnya saja yang inferior merasa islam sama dengan agama lain, islam di-liberal-kan""",Happy
Setuju pak jangan korupsi jadi anda tak takut bicara karena takut ditelanjangi dan berani bicara benar seperti bapak. [URL],Happy
Masih ingat banget dulu pas Final #WorldCup 1998 kita pulang ngajinya dipercepat biar bisa nonton pertandingan final di TV abis sholat Isya (dulu kan ga banyak re-run &amp,Happy
"  Alhamdulillah, indonesia milik Allah.. kita juga sama.. semoga dengan rahmat Allah kita sama-sama dirindu surga. Hanya Allah, dzat yang tahu isi hati dan hidayah bagi yang senantiasa yakin pada Nya.",Happy
"1. Orang-orang yg ditempatkan di Pulau Cendrawasih itu sumbu pendek Salah. Salah banget. Sejauh saya PKL dan OJT serta ST beberapa kali, (di instansi saya sih yg paling jelas) orangnya asik-asik. Suabar ngadepin berbagai macam tipe orang dan mereka ahli di bidangnya masing2",Happy
"Pa suhada : CY (cleaning yard) di pt duduk manis digenggamnya Teh pucuk. Dia bilang gini ""Tuhan juga tau kerjaan gua gimana"" Ya allah ngakak bgt",Happy
"Indonesia kian dipandang elok,kinerja pak jokowi n kabinet sukses dgn penuh inovasi n berjaya seantero nkri yg lain minus2 trus krna tdk mampu",Happy
"Coba, sekarang ditambah lagi ya belajar ikhlasnya. Iya emang sulit, tapi kalau belajar lama kelamaan pasti bisa. Belajar kayak waktu kamu kecil dulu. Cuma bedanya sekarang udah tau umur. -papski",Happy
"Dulu pernah belajar, klo udah suka sama orang susah buat liat kejelekannya dan klo udah kesel yah kesel aja. Sekarang kayanya hampir semua kaya gtu, rakyat mulai tidak bisa mengapresiasi pemimpinnya, apalagi pemimpin yang dibencinya. Dan juga sebaliknya.",Sad
"Alhamdulillah, sudah menjadi fans dari sumber berita ANTARA  Ikutan kuy    semoga bisa menjadi #TemanANTARATerfavorit",Happy
"Terima kasih udah bekerja keras kasih kita (army) musik yang berkualitas, musik yang keren, musik yang inspiratif, musik yang menyembuhkan. Sehat selalu",Happy
"dulu main telegram niatnya melacak akun-akun pro-terorisme, lalu coba2 bikin channel dan kini sudah ada 1,3K subscribers. Yg mau gabung ayo kita berteman di sini [URL]",Happy
Akhirnya dpt juga   Reno 5 tapi hrganya y gitu deh soalnya udh kepepet bgt udah jauh2 juga ke mi store beksi tpi zonk [URL],Sad
"Waktu itu kami bertiga puluh, dipilih dari sekitar 300 orang yang mendaftar. Ya gimana ga berasa bangga Workshop kami diajar oleh Fajar Arcana, Agus Noor, dan Seno Gumira Ajidarma. #WorkshopCerpenKompas2015 #TSYGMC Foto: (masih)  [URL]",Happy
Kmarin rencna mau sok bagi bagi thr gitu. Eh berhubung saya sobat misqueen. Gak jd deh bagi bagi thr Ke dokter tht enak kali yak biar full bass kayak promo free sale,Sad
Kereta ke arah Rangkas pasti ini wkwkwkw..I feel banget sih perjalanan sejauh ini berdiri...tapi semoga kedepannya bisa disiplin lagi,Sad
"aku yang sesungguhnya ada di situ, yang dibunderin ijo2, close friends aja alias curhat aja isinya sebagian lagi di twitter karena aku invisible di sini",Sad
Keinginanku utk membeli ini itu seketika terhenti krn 1 kalimat,Sad
  Semoga kita menjaga n terjaga sbagai pendukung dua periode yg nggak memalukan ayo kita kuatkan kesatuan utk dua periode pak jokowi,Happy
"Padahal tiap mau tidur dah cuci muka Sudah skincare routine Tapi tiap haid mesti muncul 1 2 jerawat Ya bedanya setelah rajin skincarean jerawat jadi mudah diatasi Dulu long long time agooo jerawat membandel, besar kali. Bisa muncul sampe 5 semuka [URL]",Sad
Sesungguhnya org yg gugur di jalan-KU tidak lah mati... mereka hidup (bahkan selalu hidup) dan mendapatkan rejeki.... Kau selalu hidup dlm peradaban &amp,Happy
" pendidikan mah nomor 1 donk za haha.. btw gw kyknya milih nyekolahin anak negeri aja, gedein pengeluarannya di jalan2.. kan itu pendidikan jg buat gw, krn mengalami adalah belajar jg hahaha",Happy
"Salah satu kekuatan jokowi adalah Dia bersih dari korupsi Anak dan keluarga nya tiduk ikut Bermain politik , proyek APBN Maupun APBD Sehingga lawan politiknya tak menemukan celah Untuk menghantamnya meski banyak yang Mencari carinya Baru Latihan ngetweet _ saya [URL]",Happy
          Keren banget bu menteri disinergikan lintas cinta alam sukses selalu smoga barokah,Happy
          Duh keren n matap ama dulur2 yg tiada hnti utk sayangi bumi smoga ditularkan didaerah seantero nkri,Happy
"Malem ini nyoba bikin overnight oat yg kadar pisangnya lebi banyak daripada oatnya  Tida lupa ditambah chia seeds, madu, dan vsoy  Semoga sahurqu nanti lebih manis daripada angan-angan~~ [URL]",Happy
"Gara gara kapan hari ngopi trus dengerin lagu lagu jadul jaman SD kaya tangga, ello, andien, audy. Trus skrg bikin playlist lagu lagi yg seangkatan 2004-2005.",Happy
"Ini lirik lagunya Rendy Pandugo - 7 Days dalem banget. Jadi intinya ""setiap ada hubungan itu pasti ada perselisihan, just let it flow and let it be. Cause to me, you'd be the one that i could see."" Epic!",Happy
"#OldMoneyGakNgerasain minum aqua gelas, trus gelas plastiknya di selipin ke ban belakang sepeda pancal, biar pas jalan keluar bunyi kaya knalpot",Happy
"Tadi aku Happy sekali ke one fifteenth cofee, inet cepat, ada colokan, ngerjain inter dengan damai. Pantes pada betah di coffee shop lama lama.",Happy
"Kita tau, semua manusia pasti punya kelemahan, kekhilafan. Lantas apa yg membuat kita merasa jauh lbh suci hanya karena merasa jd korban, smtr kita lupa... bisa jd kita jauh lbh bangsat dari orang yg kita sebut biadab",Sad
"#OldMoneyGakNgerasain Beli dodol lipet yang bisa dibentuk2. Gw paling suka bentung burung2an yg bisa bunyi. Atau klo lg bosen, dodolnya dikasih sagu trus jadi kayak rambut nenek sihir gitu. Lol",Happy
"#OldMoneyGakNgerasain main kocok sabun. Ambil gelas plastik, masukin air and sabun colek trus dikocok2 pake sikat gigi. Klo mau halus pake sabun mandi. Kocok terus sampe busanya banyak tp gk ngerti fungsinya apa. Wkwkl",Happy
"Ikhlaskan saja mereka yg terus menghujat dan menyakitimu. Karena walau mereka memakai ayat untuk pembenaran tindakannya, kau pakai saja ayat ayat Tuhan untuk focus memperbaiki diri ke depan",Sad
"Ketika liat anak keputih korban kebakaran, lingkungan mereka ga mendukung. Adik2 nya bener2 kek yg berani sama org yg lebih tua, gaada sopan santunnya. Melihat kondisi sprt itu ada yg bilang anak jaman sekarang emg bandel2 gitu. No guys, kalo lingkungan mereka baik pst ga gitu",Sad
" Aku pake JBL beli di Lazada lupa type apa sudah 1 tahun lebih alhamdulillah awet. Kabelnya lentur. Ga sengaja kegulung krn ketindihan pas tidur masih aman, suara juga oke.",Happy
"Allah yg paling tahu, mana yg paling ingin taubat dg diam dan sabar. Bukan dg teriak sambil ajak orang lain utk membenarkan dirinya yg paling benar",Sad
  Ini price list yang ada dari facebook nya mereka. Web nya di [URL] semoga membantu :)) Anyway ini myday yang biasanya sering karaoke disana  :)) [URL],Happy
"Pelayaran Aman, Selamat, Tertib dan Nyaman Pastinya ! Repost    #mudikbarengguyubrukun2018 #kawulamoda #lebaran2018 [URL]",Happy
"Yang jual Permen Ting-Ting dimana ya? Kangen! Ini permen, tapi lagu di iklannya ""Ting-Ting bukan permen... Ting-Ting bukan biskuit"" #KangenTingTing [URL]",Sad
Pati juga punya seni tari angguk  tapi tak pernah diekspose  #asliPati #nguri2 seni pesisir [URL],Sad
"Ya, benar. Sebagai manusia, kita hendaknya saling mengingatkan pada kebaikan. Karena pantai, gunung, dan lautan hanya mengingatkan kita kepada mantan. [URL]",Sad
"Jadi, jika hari ini kita di hukum atas kesalahan kemarin, ikhlas saja. Karena buat penghujatmu... akan ada hari esok giliran dia terima konsekwensi atas kedzalimannya. Insya Allah",Sad
" Smua org pasti beda"" [URL] aq krja gini jg aq target.krna dr keluarga yg sgt sdrhana .. stiap pemasukan aq catat n hnya seperlunya yg aq beli.sisanya dtabung.sdh ada niat untuk brhnti [URL] ada"" aj cobaan'",Sad
"Self Titled - Bin Idris (2016) Q tau mz haikal cs jago bgt bikin ambience jd nada di Sigmun, di album ini w kaget soalnya lagu2nya sm ambience di MV nya bener2 persis sm apa yg gue bayangin pas denger lagunya. Keren. W suka lagu Dalam Wangi, Calm Water, Rebahan [URL]",Happy
 Sukses dandim1621 tts tugas mulia brsama rakyat berhasil nambah kemajuan desa sukses pak babinsa met tugas mulia kian kuat tni brsama rakyat jayalah nkri,Happy
Aku bersyukur segala hal untuk pertama kali kulalui dgnnya. Akupun bersyukur atas semua hal yg membuat senyum diwajahnya aku ada bersamanya. Tak peduli saat marah dtng kami tak lama jika berjauhan. Mungkin krn aku yg terlalu sering mengerjar dan ibumu terlampau kasihan pdku.,Happy
"Tranquility Base Hotel + Casino - Arctic Monkeys (2018) Hampir serupa sama album AM yg kemaren, lagu2nya intimidating sama seducing tp yg sekarang vibe nya 70s Italian Vampire Gangster wkwk. W suka Four out of Five, Batphone, sm Golden Trunks [URL]",Happy
"Baca pesan di whatsapp kemudian berpikir.. Gw tu kadang suka terlalu baik sama orang. Tapi lalu gw sadar. Gak kadang si, emang selalu. Maklum, angelic.",Sad
Apa mereka enggak pernah ingat kalau nanya kabar itu juga penting? ah atau saya saja yang sedang kesepian. Itu semua normal gak ada yang salah dengan kondisi seperti itu.,Sad
"Dulu ada orang yang membawa segudang kata ajaib dan itu bisa menenangkan saya, bahkan merubah mindset saya waktu itu. mungkin saya sekarang membutuhkan orang seperti itu. orang yang membawa berpikul-pikuk cerita dan tak sabar ingin diceritakan.",Sad
"pidato-pidato presiden retak, tertusuk-tusuk dusta, teriak-teriak tertambat sunyi letih mengarungmurat, sengsara rakyat berdayung lapar di deras, arus air mata. x2",Sad
 Wuish  saya tungguin nih film nya... Bikin film superhero trus kirim ke negara tetangga lagi. Biar film indonesia jadi trend.,Happy
"Jadi yes, mengatur kesiapan yu yu buat punya anak bukan cuma dari mental, tapi juga kesiapan finansial. Harus imbang men. Aing sih percaya, tanaman yang dari awal dirawat dengan baik beda kualitas sama yang dibiarin idup gitu aja.",Happy
" Last but not least, harus selalu bersyukur &amp",Happy
"Yha bener bih kata ko ernest. Aku tiap bulan nabung min banget harus 1jt ,buat kulyah cyn berat sih awalnya tp lama2 terbiasa. Oh ya sama gaya hidup juga ngaruh nih. Untungnya aku gak suka nongki2 haha",Happy
"Haha serius sih pertama liat itu tulisan tukang kedai mie tiaw tsb, langsung ngakak, Macam selingkuhan, disayang tapi tidak diakui eeaaaa haha Tapi gimanapun gitu juga, persaingan mereka sehat sih hehe",Happy
Ada untungnya punya adik tuli. Bisa ngobrol bahasa isyarat sama driver grab yg barusan. Mungkin kalau kadang njenengan order grab di sekitaran GOR UNY mungkin bisa ketemu beliau. Kocak orangnya sih. Kalo kalian ngerti.,Happy
"Gurindam 12 karya Raja Ali Haji, sudah saya baca dari SD, jadi bacaan saat belajar Arab-melayu. Ini fenomenal, serius harus coba baca seluruhnya. [URL]",Happy
"Selamat ulang tahun, Bosque! Sepurane telat. Semoga2 sehat selalu, dilancarkan karir & jodohnya",Happy
"Mereka bergurau canda,w tepar,trs plg naik gojek ampe rmh,pantat w tepos,jauhnya bks ujung ke ujung. But, aku bersyukur msh bs ngumpul sm tmn2, bnyk pelajaran u/hari ini: 1. Bersyukur 2. Harus teliti jgn terburu2, 3. Istirahat yg cukup",Happy
"Terlepas dari pengalaman yang kurang mengasyikan di stadion, kami harus berterima kasih yang sebesar-besarnya kepada warga Bantul &amp",Happy
" Kl makan siang di warteg blkng kntr, andalan gue makan di situ adlh paket 7rb haha smp bu haji nya tau klo stiap mau bayar dia bilang ""biasa 7rb"" :') klo makan mah yg penting kenyang. Untungnya aku bukan tipe org yg suka nongki2. Dan klo mau beli a",Happy
"  Oh iya bisa tuh tp mesti bikin mold bentuk panda dulu hahahaha, aku pngn nya bikin marble soap nis kyk gini [URL]",Happy
"saya lebih memilih sadar diri dan berpikir kembali ketimbang menyalahkan dirinya. sekedar tau bahwa saya terlalu lama duduk dan menikmati obrolan itu sampai lupa bahwa ada pintu yang menunggu saya untuk lewati kembali setelah datang untuk bertamu,",Sad
"Waah ga kerasa udh tahun ke 5 ya guys, tetap jadi BTSnya ARMY ya makasih udh mengisi hari hari ku selama 5 tahun ini dari yg JK masih dedek sampai lulus sma sampai jadi hot JK haha Terima kasih buat lagu lagunya yg menginspirasi   #ARMYSelcaDay [URL]",Happy
"Mau Ngucapin Happy Birthday yg ke 24 buat Nursehah , semoga berkah umur, murah rezeki, sehat selalu, makin rajin ibadahnya &amp",Happy
Dan twitter pun menjadi pelarian dari sosmed lain karena curhat di sosmed lain ga sebebas curhat di sini.... .... .... .... termasuk saya ahahahahahhaha,Happy
Mau Ngucapin Happy Birthday yg ke 24 buat de' Nursehah. smoga berkah umur &amp,Happy
yah pingin kyk si Laudya dpt duda baik punya anak 1 ce ..dudanya baik sayang sm gw gitu deh fokus gw skrg..fight aja n tetep semangat krn gw udah putuskan mau menetap sampe tua n death disana,Happy
" @8rianna_ Hadir min, salam ane di segmen salsa icikiwir minta to long bacain ya    trimakasih!",Happy
"Pak Wagub,saya beda politik dgn Anda..tapi setelah anda di bully masalah Tong sampah jerman sy prihatin. Coba hub mas  nanti sy presentasikan tentang penanganan sampah scra integreted dan murah.Konsepnya sdh sy berikan P.Pramono Anung [URL]",Sad
"Tetap semangat walau punkada rencana kita tidak sepenuhnya berjalan lancar, tapi tetap yakin tuhan selalu bersama kita dalam setia langkah kita menuju keberhasilan #pembisnismuda [URL]",Happy
"Saya hanyalah ciptaan tuhan, bukan superhero apalagai malaikat. Saya hanya bisa melalukan apa yang saya lakukan. Itulah saya, anak nomor tiga yang murah hati, dan saya mohon, semoga anda cepat tau",Happy
"Malam ini ceritanya masih berbagi cerita dengan kawan lama semasa SMA,banyak sekali hal yang dibahas mulai absurb ,serius sampe percintaan ,serasa masih SMA padahal udah pada kerja tapi katanya umur boleh tua jiwa jangan,njay",Happy
"beli kaos banyak dengan ukuran yg udah downgrade, kucariin kok ngga ada ternyata masuk ke lemari Bapak, mbak ART ku kayaknya ga notice aku udah kurusan.",Sad
  Makan kerupuk jangan berisik Pake celana jangan pas tidur Mata ngantuk tapi tetep asik Soale ada @8rianna_ di ini sahur   #IniSahurTIKETCOMHariKe20,Happy
"  Kirim salam buat @8rianna_ Pergi berlibur membeli celana, kuping sakit karena berisik, lihat ini sahur ada Brianna, walaupun kepala pusing jadi tetep asik. #IniSahurTIKETCOMHariKe20",Happy
"Gilak! G1 aja begini. Rakan dkk diborong. Mungkin kalo masuk 5 momon, Zeratu pun ngikut kali. Triple S pula aaaaak *droolin [URL]",Happy
  Kalo kita punya tiket Tiket apa yang paling bisa buat orang bahagia.... Tiket ketemu @8rianna_  #IniSahurTIKETCOMHariKe20 ,Happy
"#OldMoneyGakNgerasain Ketika bocah memori 8MB itu sangat berharga. Dan nyimpeninnya savean GTA, God of War, Mortal Kombat dan kawan kawan [URL]",Happy
"Masih ingat ""CITRA"" kala itu? #1996 Tempat LDRnya mahasiswa atau sekedar tempat berlabuhnya di tgl tua minta transfer sama ortu. ""WARTEL"" itu tepat dipinggir JATOS hari ini. Tak sekedar tempat kumpul2 padahal dulu tak ber WIFI atau mungkin di atasnya ada kostan mahasiswi.",Happy
" Selalu seperti itu ri siklus nya, sesering apapun kita pernah ""bersama"" dengan orang lain, selalu sulit untuk memulai dengan yang baru.",Sad
" Baru selesai sahur nih git Kalo kk sih suka dua""nya, suka kamu juga lagi eehhh  Tadi sahurnya pake ayam goreng sama mie goreng aja nih",Happy
#OldMoneyGaNgerasain itu mengingatkan masa kejayaan tahun 90an dan beruntung bisa ngerasain jadi anak pada jamannya. Semua tweet isi kekonyolan itu udah aku rasain juga.,Happy
"Ketika semangat puasa mulai turun di akhir bulan, lalu Allah beri semangat kita dengan adanya malam lailatu qadar biar kita semakin semangat beribadahnya Soswitnya Allah baiknya Allah Maka nikmat Tuhanmu yang manakah yang kamu dustakan?",Happy
"Aplikasi pencatatan keuangan semacam money manager memang berguna ya. Jadi tahu sebenarnya pengeluaran kita per bulan itu berapa. Yg penting konsisten aja catetnya. Abis ngeluarin uang, walaupun parkir di Indomaret 2000 perak, tetap dicatet.",Happy
"Makasih yang udah kasih info buat ini. Lemah teles, Gusti Allah sing mbales. Kayanya mau ke Musium BI atau PRJ aja sesuai info  [URL]",Happy
"Males packing tiap mau pergi tuh plg males kalo suruh packing,pgnnya bs punya tongkat sihir trus lgsg masukin barang2ny k koper dgn rapi",Sad
"Biar kelihatan rame. Biar kelihatan meriah. Biar kelihatan fasilitasnya komplit. Dan biar kelihatan kerja. Padahal, laptopnya di on kan, cuma buka streaming radio. [URL]",Sad
Ada yang bikin kamu kayak gini hari ini? Udaaahh santai aja! Sini deh  temenin sama single keren di #KawalKreasi. Streaming aja di [URL],Happy
"Bahagia itu dekat, seperti I cinta the way you say Good Morning. So, say it every single day to me ya.. Cm mau ngingetin, jika satu org sdh mulai pudar kepeduliannya, jgn pernah takut, krna diluar sana akan ada org yg lbh peduli sama km, as long as you do something good jg.",Happy
"Terimakasih saudara/iku... Kalian telah menyadarkan kami bahwa kepulangan dari persinggahan ini tidaklah memilih di mana tempat dan kapan waktunya, sebagaimana air mata tak pernah memilih tempat jatuhnya. . . . [URL]",Sad
"Masalah ga akan pernah menjauh, hadapi Selasamu dengan penuh semangat!",Happy
"lagi heboh asus rog phone, emang pada kuat belinya wahai sobat kisminku, mending save gambarnya aja kayak saya biar pas rilis udah bosen liatnya jadi gak gitu nafsu pengen beli",Sad
"Bahaha.. dia ke kasir after me. Sambil ngangkat keresek belanjaanku, masih sempet liat mas nya nyodorin barang belanjaannya",Happy
"  Kemarin Senin 4Juni ikut Acara Sosialisasi yg diselenggarakan di Kediri, terimakasih dpt kesempatan ikut. [URL]",Happy
"Kepada kalian yang suka bertanya ""KAPAN PULANG ?"" ~Jarak hadir agar kita bisa saling mengenang. Bertemu karena rindu ? Haha esok juga rindu akan kembali datang usai petang menghilang. Tunggu saja dulu, tak perlu bertanya ini-itu. Kau tahu ? Beberapa rindu tak butuh obat bertemu",Sad
Setelah #RecehkanTwitter muncul #OldMoneyGakNgerasain nah sekarang lagi rame #AksiBelaVia ku merasa sangat uptudate dan bersyukur. Anti uninstall twitter twitter club.,Happy
"  Sekarang saya tiap hari naik KRL lanjut Bis TJ, transit dari KRL ke Bis TJ jalan kaki, dari Halte TJ ke kantor juga jalan kaki. Sepakat Pak, transportasi umum+jalan kaki untuk last mile ride kurang dari 1km.",Happy
"Melawan sibuk Selasamu, jangan patah semangat yah!",Happy
"  di bulan Ramadhan yabg suci ini, alangkah baiknya menyejukkan suasana dan bukan memancing orang lain untuk berbicara (text) buruk dan berdebat tentang politik yang duniawi semata. Mari , saling koreksi diri.",Sad
"Kebodohan di bulan Ramadhan: jumat kemaren kejar2an waktu ganti2 bioskop demi film ini, ternyata masih kamingsun. what a smart smart day. [URL]",Sad
"Turut sepenanggungan atas meninggalnya dr. Ramona Sari - sejawat, aktivis, dan salah satu pejuang paling tangguh dari  untuk hak & kesehatan seksual reproduksi perempuan Indonesia. Semoga Yang Maha berkenan memeluk pulang. Tuhan yang memberi, Tuhan pula yang mengambil.",Sad
"Berasa lagi baca fanfict soal chaebol... Heolll... Ini di Indonesia, beneran ada loh orang yang hidupnya kayak kita nonton cerita di drama korea. Simak di mari...  [URL]",Happy
"Kita hanya sedang mengalami masa masa sulit, masa masa gelap, masa masa rentan akan perpisahan. Namun, jika kita mampu bertahan, maka tidak akan yg mampu memisahkan. (Except Allah)",Sad
"And then, bentuk thr lainnya adalah jalan2 keluar kota. Yes, bapak aing adalah orang yg hobby travelling dengan kendaraan sendiri. Jdi hampir semua wisata di jawa setidaknya sudah pernah dilajak sama bapak aing.",Happy
"Lebih asik kl ngomongin keberhasilan pemerataan pembangunan, pencapaian ekonomi, dibandingkan ngomongin keburukan calon sebelah ataupun keburukan si gubernur A atau B..",Happy
"Panjang umur, murah rezeki dengan silaturrahmi. #BukberMendesa       [URL]",Happy
(2) awalnya kaget karena gak pny basic broadcast tp krn rasa ingin tau yg tinggi jadi deal nih apalagi salarynya Alhamdulillah utk sekelas penyiar. Hari kedua di studio sdh memasuki bulan #Ramadan dan totally lingkungannya syariah dan muslim banget. Awalnya maksain diri utk,Happy
Ini lho yg mengiris hatiku!! Masih tega buang sampah plastik sembarangan? Masih males mengurangi pemakaian plastik kresek & plastik kemasan lain?,Sad
"(4) dan bersyukur bgt karena dipertemukan sm partner program yg diselenggarakan oleh LAZ YMM FI yaitu karantina hafiz quran, suasana iftar dan sahur yang menyenangkan dan pasti cerita seru selama karantina dan program radio. Mari kita bersyukur atas apa yang ada saat ini",Happy
" dekat rumah aku itu kuenya,,, tap akunya gak ada liat kmren, karna kerja hahhahha, ia sering, ketemunya ntah macem mana hahhahha, lelah nyungsep d banyak fansnya itu wkkwkkw",Happy
"Lagi belajar tentang putusan2 pak Artidjo sambil dengerin Chris Cornell. Menyangkut lembaga yudikatif biasanya teman diskusi saya cuma satu, sayang orangnya sudah pergi. [URL]",Sad
Penyelamat saat laper ya cuma Pop Mie sob. Enaknya bikin nagih dan ga bikin baper. Makanya kuy nyetok Pop Mie dari sekarang biar serunya lanjut terus [URL],Happy
"Persis. Keluarga ibu yg mualaf dr menado dan indonesia timur, jd byk yg kristen, sedari kecil sudah biasa dateng dan kasih selamat waktu mereka paskah dan natalan. Dan mereka gak pernah absen kalo kita lebaran, pasti rombongan sowan lebaran ke 2",Happy
"O buat muka.... Wkwk  kalo muka tu biar ga kusam kadang pake sunscreen aja tiap keluar, sering yg bikin kusam malah itu, sama pake moisturizer aja, pake hadalabo aja udah bagus",Happy
 Yg quots2 aja wkwkwkk.. mainin lagi mulai skrng wkwkw. Di sini mah bebas wkwkwk ikm ni kd guring kah? Kena talambat bangung ikm wkwk,Happy
" Belajar melt and pour yuk ar.. Hahahaha hasilnya tetep cakep, tp kelemahan nya kita nggak tau komposisi soap nya.. Aku ada link YT sabun lucu nih",Happy
"Rencana #bedahrumahibuiriyani,trimksh bpk/ibu atas bantuan dan dukungannya,smg langkah kecil ini berjalan sesuai rencana#timpedulitimka. [URL]",Happy
"sukadeh sama temen yg ngetweet konten2 yang ""berwawasan"" , apalagi di dunia nyata bisa share ilmu... ",Happy
"Begitu diumumkan lulus 100%, mereka semua sujud syukur, dan langsung mengambil bunga...saat dia menghampiri, langsung memeluk & menciumku, air mata tak kuasa kubendung....""mom, this is my birthday present for u.."" ",Happy
"Aku pen jadi gulingnya via valen Biar bisa menenangkan dia. Aku tau via lg bersedih hati pastinya hari ini, seharian pasti nangis terus dia.",Sad
"Saat itu situasi Indonesia genting, disayangkn dlm mlakukn amandemen tdk didasarkn ol kesadaran tinggi dr tokoh/elit yg mengamandemen.. Stlh 20 Thn drasakn amandemen tsb, blm mberi dampak significan, walau Pemerintah bjuang keras mjlnkn Pemerintahannya [URL]",Sad
"Laptop udh 6 tahun, jam awet ampe 3 thun br bterai mati, sepatu awet ampe 2/3 thun, tp gk smpe rusak kdg udh beli, suka addict klu sm sepatu.",Happy
